,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration
55,SPXW230714C04180000,2023-07-07 12:58PM EDT,4180.0,260.53,226.9,228.3,45.75,+21.30%,83,112,29.94%,0.023809523809523808
56,SPXW230714C04185000,2023-07-07 9:31AM EDT,4185.0,222.42,221.6,223.7,-9.84,-4.24%,1,9,29.78%,0.023809523809523808
57,SPXW230714C04190000,2023-07-07 1:04PM EDT,4190.0,252.69,216.7,218.7,27.33,+12.13%,141,179,29.26%,0.023809523809523808
58,SPXW230714C04195000,2023-07-06 10:53AM EDT,4195.0,200.18,211.7,213.7,0.0,-,1,9,28.75%,0.023809523809523808
59,SPXW230714C04200000,2023-07-07 4:06PM EDT,4200.0,209.39,207.0,208.5,-6.43,-2.98%,26,224,28.06%,0.023809523809523808
60,SPXW230714C04205000,2023-07-07 2:18PM EDT,4205.0,230.73,201.8,203.8,46.73,+25.40%,5,29,27.79%,0.023809523809523808
61,SPXW230714C04210000,2023-07-07 1:43PM EDT,4210.0,232.56,196.8,198.9,-8.36,-3.47%,1,74,27.36%,0.023809523809523808
62,SPXW230714C04215000,2023-07-05 10:16AM EDT,4215.0,240.59,191.9,193.9,0.0,-,1,6,26.83%,0.023809523809523808
63,SPXW230714C04220000,2023-07-06 10:04AM EDT,4220.0,181.14,186.9,189.0,0.0,-,3,62,26.38%,0.023809523809523808
64,SPXW230714C04225000,2023-07-07 9:58AM EDT,4225.0,195.81,182.0,184.0,-20.9,-9.64%,1,120,25.86%,0.023809523809523808
65,SPXW230714C04230000,2023-07-05 10:16AM EDT,4230.0,225.81,177.1,179.0,0.0,-,2,77,25.33%,0.023809523809523808
66,SPXW230714C04235000,2023-07-07 9:31AM EDT,4235.0,173.29,172.1,174.2,-50.04,-22.41%,1,2,24.95%,0.023809523809523808
67,SPXW230714C04240000,2023-07-07 9:57AM EDT,4240.0,180.1,167.2,169.2,53.89,+42.70%,2,16,24.41%,0.023809523809523808
68,SPXW230714C04245000,2023-07-05 9:30AM EDT,4245.0,195.71,162.3,164.3,-2.7,-1.36%,1,5,23.95%,0.023809523809523808
69,SPXW230714C04250000,2023-07-07 3:59PM EDT,4250.0,153.59,157.7,159.1,-17.01,-9.97%,40,285,23.26%,0.023809523809523808
70,SPXW230714C04255000,2023-06-23 3:13PM EDT,4255.0,121.15,152.5,154.5,0.0,-,16,55,23.00%,0.023809523809523808
71,SPXW230714C04260000,2023-07-07 4:06PM EDT,4260.0,150.24,147.6,149.6,-2.91,-1.90%,23,154,22.52%,0.023809523809523808
72,SPXW230714C04265000,2023-07-06 4:00PM EDT,4265.0,153.37,142.8,144.8,0.0,-,1,42,22.11%,0.023809523809523808
73,SPXW230714C04270000,2023-07-07 4:01PM EDT,4270.0,139.5,137.9,139.8,-4.15,-2.89%,4,118,21.55%,0.023809523809523808
74,SPXW230714C04275000,2023-07-07 3:59PM EDT,4275.0,129.36,133.3,134.8,-17.24,-11.76%,203,483,20.99%,0.023809523809523808
75,SPXW230714C04280000,2023-07-07 4:06PM EDT,4280.0,130.79,128.3,130.2,-8.71,-6.24%,8,88,20.69%,0.023809523809523808
76,SPXW230714C04285000,2023-07-06 10:02AM EDT,4285.0,136.02,123.5,125.4,14.62,+12.04%,2,9,20.25%,0.023809523809523808
77,SPXW230714C04290000,2023-07-07 2:07PM EDT,4290.0,147.59,119.0,120.4,19.49,+15.21%,20,107,19.67%,0.023809523809523808
78,SPXW230714C04295000,2023-07-06 9:58AM EDT,4295.0,126.01,113.9,116.0,10.68,+9.26%,1,44,19.46%,0.023809523809523808
79,SPXW230714C04300000,2023-07-07 2:43PM EDT,4300.0,132.8,109.5,110.9,21.36,+19.17%,53,866,18.81%,0.023809523809523808
80,SPXW230714C04305000,2023-07-07 1:26PM EDT,4305.0,140.42,104.6,106.6,40.04,+39.89%,50,86,18.63%,0.023809523809523808
81,SPXW230714C04310000,2023-07-07 4:01PM EDT,4310.0,101.53,99.9,101.8,3.88,+3.97%,9,224,18.14%,0.023809523809523808
82,SPXW230714C04315000,2023-07-07 3:39PM EDT,4315.0,107.98,95.6,97.0,17.67,+19.57%,3,41,17.64%,0.023809523809523808
83,SPXW230714C04320000,2023-07-07 3:47PM EDT,4320.0,93.4,91.0,92.4,-12.03,-11.41%,18,231,17.24%,0.023809523809523808
84,SPXW230714C04325000,2023-07-07 4:06PM EDT,4325.0,88.68,86.5,87.9,3.19,+3.73%,325,293,16.87%,0.023809523809523808
85,SPXW230714C04330000,2023-07-07 4:02PM EDT,4330.0,82.37,82.1,83.4,-10.63,-11.43%,243,224,16.49%,0.023809523809523808
86,SPXW230714C04335000,2023-07-07 3:25PM EDT,4335.0,93.2,77.5,79.4,4.5,+5.07%,10,117,16.35%,0.023809523809523808
87,SPXW230714C04340000,2023-07-07 3:43PM EDT,4340.0,79.29,73.1,74.9,7.32,+10.17%,23,359,15.92%,0.023809523809523808
88,SPXW230714C04345000,2023-07-07 3:42PM EDT,4345.0,77.27,68.9,70.8,0.47,+0.61%,13,170,15.68%,0.023809523809523808
89,SPXW230714C04350000,2023-07-07 4:02PM EDT,4350.0,65.29,65.0,66.3,-12.66,-16.24%,339,1283,15.21%,0.023809523809523808
90,SPXW230714C04355000,2023-07-07 3:49PM EDT,4355.0,61.78,60.7,62.6,-10.31,-14.30%,107,279,15.09%,0.023809523809523808
91,SPXW230714C04360000,2023-07-07 4:06PM EDT,4360.0,58.92,57.0,58.2,-9.04,-13.30%,139,459,14.61%,0.023809523809523808
92,SPXW230714C04365000,2023-07-07 3:53PM EDT,4365.0,53.4,53.1,54.3,-10.87,-16.91%,26,131,14.34%,0.023809523809523808
93,SPXW230714C04370000,2023-07-07 4:10PM EDT,4370.0,51.39,49.4,50.5,-8.21,-13.78%,88,286,14.07%,0.023809523809523808
94,SPXW230714C04375000,2023-07-07 3:55PM EDT,4375.0,44.6,45.7,46.9,-11.92,-21.09%,176,720,13.85%,0.023809523809523808
95,SPXW230714C04380000,2023-07-07 4:14PM EDT,4380.0,43.4,42.2,43.3,-11.04,-20.28%,126,477,13.59%,0.023809523809523808
96,SPXW230714C04385000,2023-07-07 12:45PM EDT,4385.0,39.71,38.6,40.1,-9.96,-20.05%,95,283,13.45%,0.023809523809523808
97,SPXW230714C04390000,2023-07-07 4:11PM EDT,4390.0,37.15,35.6,36.6,-8.76,-19.08%,755,705,13.15%,0.023809523809523808
98,SPXW230714C04395000,2023-07-07 4:09PM EDT,4395.0,34.25,32.4,33.5,-9.81,-22.27%,159,331,12.96%,0.023809523809523808
99,SPXW230714C04400000,2023-07-07 4:14PM EDT,4400.0,30.5,29.6,30.4,-9.9,-24.50%,1235,3251,12.72%,0.023809523809523808
100,SPXW230714C04405000,2023-07-07 4:05PM EDT,4405.0,28.1,26.6,27.5,-9.0,-24.26%,334,231,12.51%,0.023809523809523808
101,SPXW230714C04410000,2023-07-07 4:14PM EDT,4410.0,25.0,23.9,24.8,-9.7,-27.95%,835,467,12.33%,0.023809523809523808
102,SPXW230714C04415000,2023-07-07 4:11PM EDT,4415.0,22.75,21.5,22.3,-7.55,-24.92%,1276,361,12.17%,0.023809523809523808
103,SPXW230714C04420000,2023-07-07 4:12PM EDT,4420.0,20.36,19.2,19.9,-8.74,-30.03%,817,618,12.00%,0.023809523809523808
104,SPXW230714C04425000,2023-07-07 4:09PM EDT,4425.0,18.4,17.0,17.7,-8.1,-30.57%,1628,2883,11.84%,0.023809523809523808
105,SPXW230714C04430000,2023-07-07 4:10PM EDT,4430.0,15.99,15.0,15.7,-8.05,-33.49%,868,754,11.72%,0.023809523809523808
106,SPXW230714C04435000,2023-07-07 4:09PM EDT,4435.0,14.37,13.2,13.8,-6.03,-29.56%,1415,1257,11.57%,0.023809523809523808
107,SPXW230714C04440000,2023-07-07 4:10PM EDT,4440.0,12.35,11.5,12.1,-7.2,-36.83%,2061,921,11.45%,0.023809523809523808
108,SPXW230714C04445000,2023-07-07 4:12PM EDT,4445.0,10.84,9.9,10.6,-6.33,-36.87%,1383,397,11.36%,0.023809523809523808
109,SPXW230714C04450000,2023-07-07 4:14PM EDT,4450.0,9.31,8.6,9.2,-6.39,-40.70%,2527,3636,11.26%,0.023809523809523808
110,SPXW230714C04455000,2023-07-07 4:11PM EDT,4455.0,8.1,7.4,8.0,-6.0,-42.55%,1930,621,11.19%,0.023809523809523808
111,SPXW230714C04460000,2023-07-07 4:13PM EDT,4460.0,7.0,6.4,6.9,-5.5,-44.00%,2098,1459,11.11%,0.023809523809523808
112,SPXW230714C04465000,2023-07-07 4:13PM EDT,4465.0,5.9,5.4,5.9,-4.98,-45.77%,1144,572,11.03%,0.023809523809523808
113,SPXW230714C04470000,2023-07-07 4:13PM EDT,4470.0,4.9,4.6,5.1,-4.8,-49.48%,1266,777,11.00%,0.023809523809523808
114,SPXW230714C04475000,2023-07-07 4:12PM EDT,4475.0,4.32,3.9,4.3,-4.28,-49.77%,6040,3101,10.91%,0.023809523809523808
115,SPXW230714C04480000,2023-07-07 4:13PM EDT,4480.0,3.6,3.2,3.6,-3.84,-51.61%,1381,819,10.83%,0.023809523809523808
116,SPXW230714C04485000,2023-07-07 4:06PM EDT,4485.0,3.12,2.75,2.95,-3.0,-49.02%,717,985,10.70%,0.023809523809523808
117,SPXW230714C04490000,2023-07-07 4:10PM EDT,4490.0,2.65,2.3,2.5,-2.79,-51.29%,1478,946,10.69%,0.023809523809523808
118,SPXW230714C04495000,2023-07-07 4:14PM EDT,4495.0,2.05,1.9,2.05,-2.65,-56.38%,609,1451,10.61%,0.023809523809523808
119,SPXW230714C04500000,2023-07-07 4:12PM EDT,4500.0,1.75,1.55,1.7,-2.35,-57.32%,7825,7973,10.58%,0.023809523809523808
120,SPXW230714C04505000,2023-07-07 4:13PM EDT,4505.0,1.44,1.25,1.4,-2.14,-59.78%,665,416,10.54%,0.023809523809523808
121,SPXW230714C04510000,2023-07-07 4:07PM EDT,4510.0,1.22,1.0,1.2,-1.89,-60.77%,1186,1631,10.60%,0.023809523809523808
122,SPXW230714C04515000,2023-07-07 4:14PM EDT,4515.0,0.95,0.8,1.0,-1.45,-60.42%,417,1976,10.61%,0.023809523809523808
123,SPXW230714C04520000,2023-07-07 4:10PM EDT,4520.0,0.85,0.65,0.8,-1.25,-59.52%,1043,990,10.54%,0.023809523809523808
124,SPXW230714C04525000,2023-07-07 4:09PM EDT,4525.0,0.68,0.55,0.7,-1.1,-61.80%,3462,3273,10.65%,0.023809523809523808
125,SPXW230714C04530000,2023-07-07 3:57PM EDT,4530.0,0.45,0.45,0.6,-1.27,-73.84%,1073,826,10.72%,0.023809523809523808
126,SPXW230714C04535000,2023-07-07 4:13PM EDT,4535.0,0.44,0.35,0.5,-0.86,-66.15%,709,377,10.76%,0.023809523809523808
127,SPXW230714C04540000,2023-07-07 4:10PM EDT,4540.0,0.4,0.3,0.45,-0.85,-68.00%,733,2569,10.91%,0.023809523809523808
128,SPXW230714C04550000,2023-07-07 4:07PM EDT,4550.0,0.3,0.2,0.35,-0.55,-64.71%,1329,2066,11.15%,0.023809523809523808
129,SPXW230714C04560000,2023-07-07 4:07PM EDT,4560.0,0.22,0.15,0.25,-0.38,-63.33%,311,1192,11.26%,0.023809523809523808
130,SPXW230714C04570000,2023-07-07 4:02PM EDT,4570.0,0.17,0.1,0.2,-0.28,-62.22%,284,496,11.52%,0.023809523809523808
131,SPXW230714C04575000,2023-07-07 4:11PM EDT,4575.0,0.2,0.1,0.2,-0.2,-50.00%,368,1139,11.81%,0.023809523809523808
132,SPXW230714C04580000,2023-07-07 4:10PM EDT,4580.0,0.15,0.1,0.2,-0.15,-50.00%,97,274,12.10%,0.023809523809523808
133,SPXW230714C04590000,2023-07-07 3:56PM EDT,4590.0,0.1,0.05,0.15,-0.2,-66.67%,963,400,12.26%,0.023809523809523808
134,SPXW230714C04600000,2023-07-07 4:01PM EDT,4600.0,0.1,0.05,0.15,-0.14,-58.33%,575,1909,12.79%,0.023809523809523808
135,SPXW230714C04610000,2023-07-07 3:51PM EDT,4610.0,0.1,0.05,0.15,-0.1,-50.00%,518,247,13.36%,0.023809523809523808
136,SPXW230714C04620000,2023-07-07 4:11PM EDT,4620.0,0.1,0.0,0.1,-0.07,-41.18%,96,685,13.31%,0.023809523809523808
137,SPXW230714C04625000,2023-07-07 2:58PM EDT,4625.0,0.15,0.0,0.1,0.0,-,12,419,13.58%,0.023809523809523808
138,SPXW230714C04630000,2023-07-07 3:37PM EDT,4630.0,0.07,0.0,0.1,-0.08,-53.33%,529,1042,13.82%,0.023809523809523808
139,SPXW230714C04640000,2023-07-07 2:50PM EDT,4640.0,0.1,0.0,0.1,-0.1,-50.00%,142,396,14.36%,0.023809523809523808
140,SPXW230714C04650000,2023-07-07 4:05PM EDT,4650.0,0.07,0.0,0.1,-0.05,-41.67%,1152,1280,14.87%,0.023809523809523808
141,SPXW230714C04660000,2023-07-07 2:01PM EDT,4660.0,0.1,0.0,0.1,-0.02,-16.67%,13,194,15.38%,0.023809523809523808
142,SPXW230714C04670000,2023-07-07 12:37PM EDT,4670.0,0.15,0.0,0.1,0.08,+114.29%,15,24,15.89%,0.023809523809523808
143,SPXW230714C04675000,2023-07-07 3:58PM EDT,4675.0,0.05,0.0,0.1,-0.05,-50.00%,780,1180,16.14%,0.023809523809523808
144,SPXW230714C04680000,2023-07-07 4:06PM EDT,4680.0,0.07,0.0,0.1,-0.02,-22.22%,54,363,16.41%,0.023809523809523808
145,SPXW230714C04690000,2023-07-07 3:53PM EDT,4690.0,0.05,0.0,0.1,-0.05,-50.00%,10,317,16.90%,0.023809523809523808
146,SPXW230714C04700000,2023-07-07 3:52PM EDT,4700.0,0.05,0.0,0.1,-0.02,-28.57%,440,991,17.41%,0.023809523809523808
147,SPXW230714C04725000,2023-07-07 12:13PM EDT,4725.0,0.05,0.0,0.1,0.0,-,35,106,18.65%,0.023809523809523808
148,SPXW230714C04750000,2023-07-07 2:42PM EDT,4750.0,0.05,0.0,0.1,-0.02,-28.57%,211,416,19.87%,0.023809523809523808
149,SPXW230714C04800000,2023-07-07 1:03PM EDT,4800.0,0.05,0.0,0.1,-0.02,-28.57%,115,825,22.32%,0.023809523809523808
150,SPXW230714C04900000,2023-07-06 10:21AM EDT,4900.0,0.05,0.0,0.05,0.0,-,1,69,25.44%,0.023809523809523808
151,SPXW230714C05000000,2023-06-28 9:55AM EDT,5000.0,0.05,0.0,0.05,0.0,-,1,7122,29.79%,0.023809523809523808
152,SPXW230714C05200000,2023-06-27 12:17PM EDT,5200.0,0.05,0.0,0.05,0.0,-,500,507,37.99%,0.023809523809523808
153,SPXW230714C05400000,2023-07-07 1:56PM EDT,5400.0,0.03,0.0,0.05,-0.02,-40.00%,2000,255,45.70%,0.023809523809523808
165,SPX230818C02350000,2023-04-26 9:49AM EDT,2350.0,1752.8,1860.6,1867.2,0.0,-,1,1,0.00%,0.1626984126984127
166,SPX230818C02500000,2023-03-20 10:15AM EDT,2500.0,1474.16,1671.0,1675.8,0.0,-,-,1,0.00%,0.1626984126984127
167,SPXW230818C02550000,2023-05-05 12:48PM EDT,2550.0,1586.4,1747.0,1754.7,0.0,-,2,0,0.00%,0.1626984126984127
168,SPXW230818C02750000,2023-06-16 2:24PM EDT,2750.0,1691.82,1660.9,1667.4,0.0,-,1,1,79.30%,0.1626984126984127
169,SPX230818C02800000,2023-07-06 12:55PM EDT,2800.0,1616.33,1610.3,1619.8,0.0,-,1,6,77.54%,0.1626984126984127
170,SPX230818C02875000,2022-10-10 9:46AM EDT,2875.0,932.6,1056.1,1069.5,0.0,-,-,10,0.00%,0.1626984126984127
171,SPX230818C02900000,2023-06-26 3:28PM EDT,2900.0,1459.08,1511.1,1520.6,0.0,-,4,6,73.08%,0.1626984126984127
172,SPX230818C02925000,2023-02-14 11:40AM EDT,2925.0,1256.47,1072.0,1078.3,0.0,-,-,1,0.00%,0.1626984126984127
173,SPXW230818C02950000,2023-04-25 10:41AM EDT,2950.0,1197.03,1226.9,1235.1,0.0,-,-,0,0.00%,0.1626984126984127
174,SPXW230818C03000000,2023-06-16 2:28PM EDT,3000.0,1445.73,1415.3,1417.3,0.0,-,8,235,68.39%,0.1626984126984127
175,SPX230818C03025000,2023-06-15 11:54AM EDT,3025.0,1400.79,1387.1,1396.5,0.0,-,-,4,67.54%,0.1626984126984127
176,SPXW230818C03050000,2023-05-03 12:37PM EDT,3050.0,1115.19,1255.2,1262.2,0.0,-,2,1,0.00%,0.1626984126984127
177,SPXW230818C03075000,2023-05-03 12:33PM EDT,3075.0,1093.94,1230.5,1237.3,0.0,-,2,1,0.00%,0.1626984126984127
178,SPXW230818C03100000,2023-05-04 3:33PM EDT,3100.0,1009.02,1205.9,1213.5,0.0,-,2,21,0.00%,0.1626984126984127
179,SPX230818C03125000,2023-02-06 4:15PM EDT,3125.0,1059.94,933.9,938.4,0.0,-,1,3,0.00%,0.1626984126984127
180,SPXW230818C03150000,2023-05-12 10:09AM EDT,3150.0,1018.38,0.0,0.0,0.0,-,2,0,0.00%,0.1626984126984127
181,SPX230818C03175000,2023-05-03 3:22PM EDT,3175.0,972.64,1129.0,1143.1,0.0,-,18,48,0.00%,0.1626984126984127
182,SPX230818C03200000,2023-06-15 1:50PM EDT,3200.0,1237.91,1213.6,1223.0,0.0,-,1,38,60.04%,0.1626984126984127
183,SPX230818C03225000,2023-05-16 10:12AM EDT,3225.0,933.58,1189.4,1193.4,0.0,-,2,28,57.54%,0.1626984126984127
184,SPX230818C03250000,2023-05-03 3:19PM EDT,3250.0,910.8,1055.5,1069.5,0.0,-,128,85,0.00%,0.1626984126984127
185,SPX230818C03275000,2023-05-03 2:05PM EDT,3275.0,899.03,1034.8,1040.6,0.0,-,14,16,0.00%,0.1626984126984127
186,SPXW230818C03300000,2023-06-27 11:35AM EDT,3300.0,1074.21,1117.9,1120.0,0.0,-,1,14,55.66%,0.1626984126984127
187,SPX230818C03325000,2023-05-03 1:57PM EDT,3325.0,859.17,982.5,990.3,0.0,-,34,21,0.00%,0.1626984126984127
188,SPXW230818C03340000,2023-05-03 3:13PM EDT,3340.0,826.64,971.2,978.6,0.0,-,2,1,0.00%,0.1626984126984127
189,SPX230818C03350000,2023-06-15 10:25AM EDT,3350.0,1066.23,1065.0,1074.4,0.0,-,6,9,53.74%,0.1626984126984127
190,SPX230818C03375000,2023-03-16 11:09AM EDT,3375.0,652.29,829.7,835.9,0.0,-,40,35,0.00%,0.1626984126984127
191,SPXW230818C03400000,2023-07-07 1:53PM EDT,3400.0,1052.07,1019.0,1021.0,142.75,+15.70%,7,6,51.55%,0.1626984126984127
192,SPX230818C03410000,2023-02-23 1:01PM EDT,3410.0,674.14,653.1,677.1,0.0,-,-,4,0.00%,0.1626984126984127
193,SPX230818C03420000,2023-02-23 1:03PM EDT,3420.0,667.42,653.3,659.8,0.0,-,-,2,0.00%,0.1626984126984127
194,SPX230818C03425000,2023-04-05 9:36AM EDT,3425.0,744.16,760.6,766.8,0.0,-,2,40,0.00%,0.1626984126984127
195,SPX230818C03440000,2023-06-15 11:56AM EDT,3440.0,993.54,976.0,985.4,0.0,-,-,2,50.06%,0.1626984126984127
196,SPX230818C03450000,2023-06-28 10:53AM EDT,3450.0,948.25,966.0,975.4,0.0,-,1,80,52.01%,0.1626984126984127
197,SPX230818C03460000,2023-06-15 11:57AM EDT,3460.0,973.72,956.2,965.5,0.0,-,-,1,51.57%,0.1626984126984127
198,SPX230818C03470000,2023-03-30 2:42PM EDT,3470.0,662.74,738.1,783.9,0.0,-,-,2,0.00%,0.1626984126984127
199,SPX230818C03475000,2023-02-22 12:39PM EDT,3475.0,645.05,604.7,611.0,0.0,-,40,44,0.00%,0.1626984126984127
200,SPX230818C03480000,2023-03-31 10:56AM EDT,3480.0,680.6,0.0,0.0,0.0,-,2,0,0.00%,0.1626984126984127
201,SPXW230818C03500000,2023-06-29 3:10PM EDT,3500.0,912.05,920.1,922.1,0.0,-,5,17,47.97%,0.1626984126984127
202,SPX230818C03510000,2023-06-08 11:50AM EDT,3510.0,805.25,906.7,916.1,0.0,-,-,0,49.44%,0.1626984126984127
